region,year,age,city,village
Dnipropetrovska,2005,20-24,9 272,1 943
Dnipropetrovska,2005,25-29,7 472,1 153
Dnipropetrovska,2005,30-34,3 910,638
Dnipropetrovska,2005,35-39,1 307,220
Dnipropetrovska,2005,40-44,239,39
Dnipropetrovska,2005,45-49,12,2
Dnipropetrovska,2005,50-54,0,0
Dnipropetrovska,2005,55 and older,0,0
Dnipropetrovska,2006,before 15,8,2
Dnipropetrovska,2006,15-19,2 919,949
Dnipropetrovska,2006,20-24,10 067,2 089
Dnipropetrovska,2006,25-29,8 439,1 287
Dnipropetrovska,2006,30-34,4 673,757
Dnipropetrovska,2006,35-39,1 619,261
Dnipropetrovska,2006,40-44,260,62
Dnipropetrovska,2006,45-49,6,2
Dnipropetrovska,2006,50-54,0,0
Dnipropetrovska,2006,55 and older,0,0
Dnipropetrovska,2007,before 15,11,1
Dnipropetrovska,2007,15-19,2 716,944
Dnipropetrovska,2007,20-24,10 013,2 391
Dnipropetrovska,2007,25-29,8 838,1 430
Dnipropetrovska,2007,30-34,4 829,797
Dnipropetrovska,2007,35-39,1 738,315
Dnipropetrovska,2007,40-44,279,66
Dnipropetrovska,2007,45-49,6,2
Dnipropetrovska,2007,50-54,2,0
Dnipropetrovska,2007,55 and older,0,0
Dnipropetrovska,2008,before 15,6,3
Dnipropetrovska,2008,15-19,2 686,998
Dnipropetrovska,2008,20-24,10 502,2 476
Dnipropetrovska,2008,25-29,9 718,1 539
Dnipropetrovska,2008,30-34,5 567,906
Dnipropetrovska,2008,35-39,2 078,341
Dnipropetrovska,2008,40-44,338,61
Dnipropetrovska,2008,45-49,9,6
Dnipropetrovska,2008,50-54,1,0
Dnipropetrovska,2008,55 and older,0,0
Dnipropetrovska,2009,before 15,8,4
Dnipropetrovska,2009,15-19,2 467,942
Dnipropetrovska,2009,20-24,9 864,2 482
Dnipropetrovska,2009,25-29,9 832,1 681
Dnipropetrovska,2009,30-34,5 788,959
Dnipropetrovska,2009,35-39,2 340,366
Dnipropetrovska,2009,40-44,364,67
Dnipropetrovska,2009,45-49,11,2
Dnipropetrovska,2009,50-54,0,0
Dnipropetrovska,2009,55 and older,0,0
Dnipropetrovska,2010,before 15,4,1
Dnipropetrovska,2010,15-19,1 879,796
Dnipropetrovska,2010,20-24,8 632,2 276
Dnipropetrovska,2010,25-29,9 877,1 819
Dnipropetrovska,2010,30-34,5 893,1 063
Dnipropetrovska,2010,35-39,2 324,436
Dnipropetrovska,2010,40-44,406,66
Dnipropetrovska,2010,45-49,14,6
Dnipropetrovska,2010,50-54,0,0
Dnipropetrovska,2010,55 and older,0,0
Dnipropetrovska,2011,before 15,6,2
Dnipropetrovska,2011,15-19,1 716,781
Dnipropetrovska,2011,20-24,8 234,2 344
Dnipropetrovska,2011,25-29,10 030,1 869
Dnipropetrovska,2011,30-34,6 338,1 005
Dnipropetrovska,2011,35-39,2 690,472
Dnipropetrovska,2011,40-44,406,103
Dnipropetrovska,2011,45-49,21,2
Dnipropetrovska,2011,50-54,0,0
Dnipropetrovska,2011,55 and older,0,0
Dnipropetrovska,2012,before 15,6,3
Dnipropetrovska,2012,15-19,1 659,731
Dnipropetrovska,2012,20-24,8 136,2 192
Dnipropetrovska,2012,25-29,10 545,1 958
Dnipropetrovska,2012,30-34,6 732,1 086
Dnipropetrovska,2012,35-39,2 833,486
Dnipropetrovska,2012,40-44,535,93
Dnipropetrovska,2012,45-49,15,4
Dnipropetrovska,2012,50-54,0,1
Dnipropetrovska,2012,55 and older,0,0
Dnipropetrovska,2013,before 15,3,3
Dnipropetrovska,2013,15-19,1 490,722
Dnipropetrovska,2013,20-24,7 260,2 144
Dnipropetrovska,2013,25-29,10 258,1 943
Dnipropetrovska,2013,30-34,6 933,1 162
Dnipropetrovska,2013,35-39,3 001,487
Dnipropetrovska,2013,40-44,536,93
Dnipropetrovska,2013,45-49,26,4
Dnipropetrovska,2013,50-54,2,0
Dnipropetrovska,2013,55 and older,1,0
Dnipropetrovska,2014,before 15,4,2
Dnipropetrovska,2014,15-19,1 413,620
Dnipropetrovska,2014,20-24,6 967,1 979
Dnipropetrovska,2014,25-29,10 550,1 917
Dnipropetrovska,2014,30-34,7 312,1 113
Dnipropetrovska,2014,35-39,3 222,518
Dnipropetrovska,2014,40-44,636,106
Dnipropetrovska,2014,45-49,34,4
Dnipropetrovska,2014,50-54,0,0
Dnipropetrovska,2014,55 and older,1,0
Dnipropetrovska,2015,before 15,6,1
Dnipropetrovska,2015,15-19,1 151,652
Dnipropetrovska,2015,20-24,6 282,1 887
Dnipropetrovska,2015,25-29,9 686,1 806
Dnipropetrovska,2015,30-34,6 673,987
Dnipropetrovska,2015,35-39,3 029,469
Dnipropetrovska,2015,40-44,580,97
Dnipropetrovska,2015,45-49,21,1
Dnipropetrovska,2015,50-54,6,0
Dnipropetrovska,2015,55 and older,0,0
Dnipropetrovska,2016,before 15,3,1
Dnipropetrovska,2016,15-19,1 055,485
Dnipropetrovska,2016,20-24,5 317,1 702
Dnipropetrovska,2016,25-29,8 885,1 664
Dnipropetrovska,2016,30-34,6 659,1 042
Dnipropetrovska,2016,35-39,2 924,443
Dnipropetrovska,2016,40-44,575,101
Dnipropetrovska,2016,45-49,26,7
Dnipropetrovska,2016,50-54,2,0
Dnipropetrovska,2016,55 and older,0,0
Dnipropetrovska,2017,before 15,7,2
Dnipropetrovska,2017,15-19,871,436
Dnipropetrovska,2017,20-24,4 415,1 484
Dnipropetrovska,2017,25-29,7 429,1 489
Dnipropetrovska,2017,30-34,6 322,961
Dnipropetrovska,2017,35-39,2 825,450
Dnipropetrovska,2017,40-44,589,102
Dnipropetrovska,2017,45-49,26,3
Dnipropetrovska,2017,50-54,1,0
Dnipropetrovska,2017,55 and older,0,0
Donetska,1990,before 15,0,0
Donetska,1990,15-19,8 885,1 309
Donetska,1990,20-24,19 264,2 337
Donetska,1990,25-29,13 312,1 386
Donetska,1990,30-34,7 397,726
Donetska,1990,35-39,2 605,277
Donetska,1990,40-44,422,56
Donetska,1990,45-49,6,2
Donetska,1990,50-54,1,0
Donetska,1990,55 and older,1,0
Donetska,1991,before 15,0,0
Donetska,1991,15-19,8 881,1 247
Donetska,1991,20-24,18 810,2 301
Donetska,1991,25-29,11 480,1 295
Donetska,1991,30-34,6 763,640
Donetska,1991,35-39,2 322,208
Donetska,1991,40-44,414,53
Donetska,1991,45-49,14,1
Donetska,1991,50-54,2,0
Donetska,1991,55 and older,0,1
Donetska,1992,before 15,0,0
Donetska,1992,15-19,8 522,1 310
Donetska,1992,20-24,17 790,2 372
Donetska,1992,25-29,9 937,1 146
Donetska,1992,30-34,5 808,642
Donetska,1992,35-39,2 020,211
Donetska,1992,40-44,363,49
Donetska,1992,45-49,11,1
Donetska,1992,50-54,0,0
Donetska,1992,55 and older,0,0
Donetska,1993,before 15,0,0
Donetska,1993,15-19,8 301,1 160
Donetska,1993,20-24,16 789,2 036
Donetska,1993,25-29,8 871,1 048
Donetska,1993,30-34,5 206,547
Donetska,1993,35-39,1 740,179
Donetska,1993,40-44,365,39
Donetska,1993,45-49,7,0
Donetska,1993,50-54,0,0
Donetska,1993,55 and older,0,0
Donetska,1994,before 15,0,0
Donetska,1994,15-19,8 025,1 202
Donetska,1994,20-24,15 716,2 046
Donetska,1994,25-29,7 942,1 000
Donetska,1994,30-34,4 470,525
Donetska,1994,35-39,1 582,203
Donetska,1994,40-44,305,50
Donetska,1994,45-49,11,0
Donetska,1994,50-54,0,0
Donetska,1994,55 and older,0,0
Donetska,1995,before 15,15,6
Donetska,1995,15-19,7 193,1 165
Donetska,1995,20-24,14 260,1 891
Donetska,1995,25-29,7 184,934
Donetska,1995,30-34,3 663,473
Donetska,1995,35-39,1 419,174
Donetska,1995,40-44,270,45
Donetska,1995,45-49,7,2
Donetska,1995,50-54,0,0
Donetska,1995,55 and older,0,0
Donetska,1996,before 15,12,4
Donetska,1996,15-19,6 641,992
Donetska,1996,20-24,13 722,1 729
Donetska,1996,25-29,6 807,924
Donetska,1996,30-34,3 296,401
Donetska,1996,35-39,1 268,170
Donetska,1996,40-44,224,39
Donetska,1996,45-49,9,2
Donetska,1996,50-54,0,0
Donetska,1996,55 and older,0,0
Donetska,1997,before 15,8,4
Donetska,1997,15-19,5 926,950
Donetska,1997,20-24,12 943,1 627
Donetska,1997,25-29,6 751,800
Donetska,1997,30-34,3 117,389
Donetska,1997,35-39,1 281,155
Donetska,1997,40-44,223,39
Donetska,1997,45-49,0,0
Donetska,1997,50-54,0,0
Donetska,1997,55 and older,0,0
Donetska,1998,before 15,19,7
Donetska,1998,15-19,5 686,918
Donetska,1998,20-24,12 554,1 556
Donetska,1998,25-29,6 675,838
Donetska,1998,30-34,3 041,374
Donetska,1998,35-39,1 276,175
Donetska,1998,40-44,229,33
Donetska,1998,45-49,6,4
Donetska,1998,50-54,2,0
Donetska,1998,55 and older,0,0
Donetska,1999,before 15,6,7
Donetska,1999,15-19,4 572,844
Donetska,1999,20-24,11 655,1 558
Donetska,1999,25-29,6 329,823
Donetska,1999,30-34,2 721,358
Donetska,1999,35-39,1 122,117
Donetska,1999,40-44,214,42
Donetska,1999,45-49,10,2
Donetska,1999,50-54,0,0
Donetska,1999,55 and older,0,0
Donetska,2000,before 15,4,2
Donetska,2000,15-19,4 067,808
Donetska,2000,20-24,11 323,1 529
Donetska,2000,25-29,6 669,832
Donetska,2000,30-34,2 894,320
Donetska,2000,35-39,1 096,133
Donetska,2000,40-44,221,35
Donetska,2000,45-49,5,1
Donetska,2000,50-54,0,0
Donetska,2000,55 and older,0,0
Donetska,2001,before 15,8,1
Donetska,2001,15-19,3 703,791
Donetska,2001,20-24,11 275,1 453
Donetska,2001,25-29,6 907,846
Donetska,2001,30-34,3 033,355
Donetska,2001,35-39,1 042,123
Donetska,2001,40-44,213,26
Donetska,2001,45-49,7,1
Donetska,2001,50-54,0,0
Donetska,2001,55 and older,0,1
Donetska,2002,before 15,9,4
Donetska,2002,15-19,3 914,728
Donetska,2002,20-24,11 410,1 401
Donetska,2002,25-29,7 501,855
Donetska,2002,30-34,3 438,387
Donetska,2002,35-39,1 084,122
Donetska,2002,40-44,214,29
Donetska,2002,45-49,13,2
Donetska,2002,50-54,0,0
Donetska,2002,55 and older,0,0
Donetska,2003,before 15,10,3
Donetska,2003,15-19,3 650,722
Donetska,2003,20-24,11 987,1 509
Donetska,2003,25-29,8 514,863
Donetska,2003,30-34,3 937,437
Donetska,2003,35-39,1 239,135
Donetska,2003,40-44,288,20
Donetska,2003,45-49,13,3
Donetska,2003,50-54,0,0
Donetska,2003,55 and older,0,0
Donetska,2004,before 15,4,3
Donetska,2004,15-19,3 768,632
Donetska,2004,20-24,12 575,1 519
Donetska,2004,25-29,9 284,878
Donetska,2004,30-34,4 474,428
Donetska,2004,35-39,1 403,147
Donetska,2004,40-44,256,30
Donetska,2004,45-49,11,0
Donetska,2004,50-54,1,0
Donetska,2004,55 and older,0,0
Donetska,2005,before 15,4,0
Donetska,2005,15-19,3 630,598
Donetska,2005,20-24,12 496,1 392
Donetska,2005,25-29,9 482,915
Donetska,2005,30-34,4 901,398
Donetska,2005,35-39,1 514,132
Donetska,2005,40-44,263,42
Donetska,2005,45-49,9,1
Donetska,2005,50-54,0,0
Donetska,2005,55 and older,0,0
Donetska,2006,before 15,8,1
Donetska,2006,15-19,3 698,639
Donetska,2006,20-24,13 051,1 547
Donetska,2006,25-29,10 731,1 047
Donetska,2006,30-34,5 598,504
Donetska,2006,35-39,1 857,165
Donetska,2006,40-44,314,36
Donetska,2006,45-49,9,0
Donetska,2006,50-54,0,0
Donetska,2006,55 and older,0,0
Donetska,2007,before 15,7,1
Donetska,2007,15-19,3 453,610
Donetska,2007,20-24,13 011,1 616
Donetska,2007,25-29,11 256,1 076
Donetska,2007,30-34,6 102,541
Donetska,2007,35-39,2 139,238
Donetska,2007,40-44,349,34
Donetska,2007,45-49,14,1
Donetska,2007,50-54,0,0
Donetska,2007,55 and older,0,0
Donetska,2008,before 15,12,4
Donetska,2008,15-19,3 457,581
Donetska,2008,20-24,13 814,1 743
Donetska,2008,25-29,12 675,1 106
Donetska,2008,30-34,7 122,602
Donetska,2008,35-39,2 522,226
Donetska,2008,40-44,351,39
Donetska,2008,45-49,28,2
Donetska,2008,50-54,1,0
Donetska,2008,55 and older,0,0
Donetska,2009,before 15,19,2
Donetska,2009,15-19,3 165,572
Donetska,2009,20-24,12 735,1 603
Donetska,2009,25-29,12 643,1 194
Donetska,2009,30-34,7 307,630
Donetska,2009,35-39,2 676,250
Donetska,2009,40-44,424,32
Donetska,2009,45-49,21,2
Donetska,2009,50-54,0,0
Donetska,2009,55 and older,0,0
Donetska,2010,before 15,6,1
Donetska,2010,15-19,2 511,476
Donetska,2010,20-24,11 271,1 539
Donetska,2010,25-29,12 444,1 198
Donetska,2010,30-34,7 516,685
Donetska,2010,35-39,2 748,251
Donetska,2010,40-44,451,60
Donetska,2010,45-49,18,4
Donetska,2010,50-54,3,0
Donetska,2010,55 and older,0,0
Donetska,2011,before 15,7,2
Donetska,2011,15-19,2 288,436
Donetska,2011,20-24,10 490,1 503
Donetska,2011,25-29,12 949,1 282
Donetska,2011,30-34,8 064,689
Donetska,2011,35-39,3 091,257
Donetska,2011,40-44,527,60
Donetska,2011,45-49,10,3
Donetska,2011,50-54,0,0
Donetska,2011,55 and older,0,0
Donetska,2012,before 15,6,2
Donetska,2012,15-19,2 107,414
Donetska,2012,20-24,10 078,1 441
Donetska,2012,25-29,13 907,1 302
Donetska,2012,30-34,8 435,727
Donetska,2012,35-39,3 378,309
Donetska,2012,40-44,612,57
Donetska,2012,45-49,19,4
Donetska,2012,50-54,1,0
Donetska,2012,55 and older,0,0
Donetska,2013,before 15,10,0
Donetska,2013,15-19,1 849,371
Donetska,2013,20-24,9 207,1 308
Donetska,2013,25-29,13 179,1 374
Donetska,2013,30-34,8 460,759
Donetska,2013,35-39,3 485,300
Donetska,2013,40-44,606,49
Donetska,2013,45-49,21,4
Donetska,2013,50-54,4,0
Donetska,2013,55 and older,0,0
Donetska,2014,before 15,6,2
Donetska,2014,15-19,1 501,337
Donetska,2014,20-24,7 429,1 134
Donetska,2014,25-29,11 195,1 140
Donetska,2014,30-34,7 733,723
Donetska,2014,35-39,3 225,321
Donetska,2014,40-44,597,54
Donetska,2014,45-49,28,2
Donetska,2014,50-54,0,0
Donetska,2014,55 and older,0,0
Donetska,2015,before 15,5,1
Donetska,2015,15-19,731,208
Donetska,2015,20-24,3 435,738
Donetska,2015,25-29,5 029,727
Donetska,2015,30-34,3 488,469
Donetska,2015,35-39,1 510,189
Donetska,2015,40-44,295,41
Donetska,2015,45-49,7,0
Donetska,2015,50-54,0,0
Donetska,2015,55 and older,0,0
Donetska,2016,before 15,4,0
Donetska,2016,15-19,693,209
Donetska,2016,20-24,3 739,706
Donetska,2016,25-29,5 853,822
Donetska,2016,30-34,4 296,475
Donetska,2016,35-39,1 924,185
Donetska,2016,40-44,341,47
Donetska,2016,45-49,17,0
Donetska,2016,50-54,0,0
Donetska,2016,55 and older,0,0
Donetska,2017,before 15,3,0
Donetska,2017,15-19,612,205
Donetska,2017,20-24,3 078,606
Donetska,2017,25-29,5 143,725
Donetska,2017,30-34,4 407,464
Donetska,2017,35-39,1 830,179
Donetska,2017,40-44,359,38
Donetska,2017,45-49,18,1
Donetska,2017,50-54,1,0
Donetska,2017,55 and older,0,0
Zhytomyrska,1990,before 15,0,0
Zhytomyrska,1990,15-19,1 664,1 438
Zhytomyrska,1990,20-24,4 893,3 367
Zhytomyrska,1990,25-29,3 004,1 807
Zhytomyrska,1990,30-34,1 490,906
Zhytomyrska,1990,35-39,505,375
Zhytomyrska,1990,40-44,81,85
Zhytomyrska,1990,45-49,3,9
Zhytomyrska,1990,50-54,0,0
Zhytomyrska,1990,55 and older,0,0
Zhytomyrska,1991,before 15,0,0
Zhytomyrska,1991,15-19,1 779,1 571
Zhytomyrska,1991,20-24,4 766,3 441
Zhytomyrska,1991,25-29,2 884,1 763
Zhytomyrska,1991,30-34,1 373,890
Zhytomyrska,1991,35-39,451,359
Zhytomyrska,1991,40-44,91,95
Zhytomyrska,1991,45-49,3,4
Zhytomyrska,1991,50-54,0,0
Zhytomyrska,1991,55 and older,0,0
Zhytomyrska,1992,before 15,0,0
Zhytomyrska,1992,15-19,1 880,1 630
Zhytomyrska,1992,20-24,4 626,3 560
Zhytomyrska,1992,25-29,2 707,1 765
Zhytomyrska,1992,30-34,1 353,816
Zhytomyrska,1992,35-39,408,327
Zhytomyrska,1992,40-44,83,71
Zhytomyrska,1992,45-49,3,6
Zhytomyrska,1992,50-54,0,0
Zhytomyrska,1992,55 and older,0,0
Zhytomyrska,1993,before 15,0,0
Zhytomyrska,1993,15-19,1 831,1 673
Zhytomyrska,1993,20-24,4 406,3 520
Zhytomyrska,1993,25-29,2 551,1 662
Zhytomyrska,1993,30-34,1 315,842
Zhytomyrska,1993,35-39,422,309
Zhytomyrska,1993,40-44,79,67
Zhytomyrska,1993,45-49,5,7
Zhytomyrska,1993,50-54,0,0
Zhytomyrska,1993,55 and older,0,0
Zhytomyrska,1994,before 15,0,0
Zhytomyrska,1994,15-19,1 712,1 636
Zhytomyrska,1994,20-24,4 187,3 382
Zhytomyrska,1994,25-29,2 266,1 604
Zhytomyrska,1994,30-34,1 195,819
Zhytomyrska,1994,35-39,401,320
Zhytomyrska,1994,40-44,78,73
Zhytomyrska,1994,45-49,6,7
Zhytomyrska,1994,50-54,1,0
Zhytomyrska,1994,55 and older,0,0
Zhytomyrska,1995,before 15,0,5
Zhytomyrska,1995,15-19,1 637,1 518
Zhytomyrska,1995,20-24,3 840,3 209
Zhytomyrska,1995,25-29,2 052,1 523
Zhytomyrska,1995,30-34,1 012,695
Zhytomyrska,1995,35-39,343,346
Zhytomyrska,1995,40-44,86,61
Zhytomyrska,1995,45-49,2,4
Zhytomyrska,1995,50-54,1,0
Zhytomyrska,1995,55 and older,0,0
Zhytomyrska,1996,before 15,3,5
Zhytomyrska,1996,15-19,1 526,1 441
Zhytomyrska,1996,20-24,3 974,3 133
Zhytomyrska,1996,25-29,1 990,1 474
Zhytomyrska,1996,30-34,966,664
Zhytomyrska,1996,35-39,346,284
Zhytomyrska,1996,40-44,50,55
Zhytomyrska,1996,45-49,2,3
Zhytomyrska,1996,50-54,0,0
Zhytomyrska,1996,55 and older,0,0
Zhytomyrska,1997,before 15,2,2
Zhytomyrska,1997,15-19,1 330,1 294
Zhytomyrska,1997,20-24,3 546,2 996
Zhytomyrska,1997,25-29,1 920,1 491
Zhytomyrska,1997,30-34,882,646
Zhytomyrska,1997,35-39,329,282
Zhytomyrska,1997,40-44,60,65
Zhytomyrska,1997,45-49,3,5
Zhytomyrska,1997,50-54,0,0
Zhytomyrska,1997,55 and older,0,0
Zhytomyrska,1998,before 15,2,3
Zhytomyrska,1998,15-19,1 163,1 230
Zhytomyrska,1998,20-24,3 244,2 943
Zhytomyrska,1998,25-29,1 825,1 531
Zhytomyrska,1998,30-34,814,643
Zhytomyrska,1998,35-39,293,287
Zhytomyrska,1998,40-44,59,59
Zhytomyrska,1998,45-49,4,4
Zhytomyrska,1998,50-54,0,0
Zhytomyrska,1998,55 and older,0,0
Zhytomyrska,1999,before 15,1,1
Zhytomyrska,1999,15-19,940,1 059
Zhytomyrska,1999,20-24,2 879,2 619
Zhytomyrska,1999,25-29,1 713,1 398
Zhytomyrska,1999,30-34,763,574
Zhytomyrska,1999,35-39,290,274
Zhytomyrska,1999,40-44,61,61
Zhytomyrska,1999,45-49,2,3
Zhytomyrska,1999,50-54,0,0
Zhytomyrska,1999,55 and older,0,0
Zhytomyrska,2000,before 15,0,0
Zhytomyrska,2000,15-19,938,1 004
Zhytomyrska,2000,20-24,2 928,2 537
Zhytomyrska,2000,25-29,1 720,1 351
Zhytomyrska,2000,30-34,796,618
Zhytomyrska,2000,35-39,285,240
Zhytomyrska,2000,40-44,55,65
Zhytomyrska,2000,45-49,3,2
Zhytomyrska,2000,50-54,1,0
Zhytomyrska,2000,55 and older,0,0
Zhytomyrska,2001,before 15,2,7
Zhytomyrska,2001,15-19,795,877
Zhytomyrska,2001,20-24,2 656,2 253
Zhytomyrska,2001,25-29,1 729,1 374
Zhytomyrska,2001,30-34,757,603
Zhytomyrska,2001,35-39,270,235
Zhytomyrska,2001,40-44,53,70
Zhytomyrska,2001,45-49,2,3
Zhytomyrska,2001,50-54,0,0
Zhytomyrska,2001,55 and older,0,0
Zhytomyrska,2002,before 15,0,4
Zhytomyrska,2002,15-19,812,951
Zhytomyrska,2002,20-24,2 701,2 274
Zhytomyrska,2002,25-29,1 940,1 401
Zhytomyrska,2002,30-34,889,607
Zhytomyrska,2002,35-39,292,246
Zhytomyrska,2002,40-44,54,62
Zhytomyrska,2002,45-49,3,1
Zhytomyrska,2002,50-54,0,0
Zhytomyrska,2002,55 and older,1,0
Zhytomyrska,2003,before 15,1,1
Zhytomyrska,2003,15-19,831,820
Zhytomyrska,2003,20-24,2 813,2 285
Zhytomyrska,2003,25-29,2 085,1 418
Zhytomyrska,2003,30-34,980,650
Zhytomyrska,2003,35-39,312,232
Zhytomyrska,2003,40-44,69,60
Zhytomyrska,2003,45-49,1,2
Zhytomyrska,2003,50-54,0,0
Zhytomyrska,2003,55 and older,0,0
Zhytomyrska,2004,before 15,2,0
Zhytomyrska,2004,15-19,924,863
Zhytomyrska,2004,20-24,2 994,2 227
Zhytomyrska,2004,25-29,2 221,1 404
Zhytomyrska,2004,30-34,1 123,699
Zhytomyrska,2004,35-39,369,266
Zhytomyrska,2004,40-44,67,57
Zhytomyrska,2004,45-49,3,2
Zhytomyrska,2004,50-54,0,0
Zhytomyrska,2004,55 and older,0,0
Zhytomyrska,2005,before 15,2,3
Zhytomyrska,2005,15-19,817,833
Zhytomyrska,2005,20-24,2 818,2 176
Zhytomyrska,2005,25-29,2 201,1 337
Zhytomyrska,2005,30-34,1 154,724
Zhytomyrska,2005,35-39,385,269
Zhytomyrska,2005,40-44,87,65
Zhytomyrska,2005,45-49,4,1
Zhytomyrska,2005,50-54,0,0
Zhytomyrska,2005,55 and older,0,0
Zhytomyrska,2006,before 15,0,3
Zhytomyrska,2006,15-19,733,827
Zhytomyrska,2006,20-24,2 969,2 230
Zhytomyrska,2006,25-29,2 382,1 487
Zhytomyrska,2006,30-34,1 307,806
Zhytomyrska,2006,35-39,435,296
Zhytomyrska,2006,40-44,76,61
Zhytomyrska,2006,45-49,1,0
Zhytomyrska,2006,50-54,0,0
Zhytomyrska,2006,55 and older,0,0
Zhytomyrska,2007,before 15,1,3
Zhytomyrska,2007,15-19,738,830
Zhytomyrska,2007,20-24,3 096,2 403
Zhytomyrska,2007,25-29,2 446,1 522
Zhytomyrska,2007,30-34,1 389,859
Zhytomyrska,2007,35-39,464,320
Zhytomyrska,2007,40-44,64,78
Zhytomyrska,2007,45-49,4,2
Zhytomyrska,2007,50-54,0,0
Zhytomyrska,2007,55 and older,0,0
Zhytomyrska,2008,before 15,2,2
Zhytomyrska,2008,15-19,697,820
Zhytomyrska,2008,20-24,3 067,2 443
Zhytomyrska,2008,25-29,2 580,1 545
Zhytomyrska,2008,30-34,1 499,852
Zhytomyrska,2008,35-39,567,359
Zhytomyrska,2008,40-44,92,77
Zhytomyrska,2008,45-49,4,1
Zhytomyrska,2008,50-54,0,0
Zhytomyrska,2008,55 and older,0,0
Zhytomyrska,2009,before 15,1,0
Zhytomyrska,2009,15-19,645,817
Zhytomyrska,2009,20-24,2 917,2 375
Zhytomyrska,2009,25-29,2 789,1 619
Zhytomyrska,2009,30-34,1 725,992
Zhytomyrska,2009,35-39,612,395
Zhytomyrska,2009,40-44,110,79
Zhytomyrska,2009,45-49,7,2
Zhytomyrska,2009,50-54,0,0
Zhytomyrska,2009,55 and older,0,0
Zhytomyrska,2010,before 15,0,1
Zhytomyrska,2010,15-19,561,745
Zhytomyrska,2010,20-24,2 600,2 204
Zhytomyrska,2010,25-29,2 868,1 769
Zhytomyrska,2010,30-34,1 672,923
Zhytomyrska,2010,35-39,648,458
Zhytomyrska,2010,40-44,122,82
Zhytomyrska,2010,45-49,6,2
Zhytomyrska,2010,50-54,0,0
Zhytomyrska,2010,55 and older,0,0
Zhytomyrska,2011,before 15,2,4
Zhytomyrska,2011,15-19,517,739
Zhytomyrska,2011,20-24,2 519,2 192
Zhytomyrska,2011,25-29,2 924,1 808
Zhytomyrska,2011,30-34,1 833,1 071
Zhytomyrska,2011,35-39,751,543
Zhytomyrska,2011,40-44,115,106
Zhytomyrska,2011,45-49,3,2
Zhytomyrska,2011,50-54,0,0
Zhytomyrska,2011,55 and older,2,0
Zhytomyrska,2012,before 15,0,3
Zhytomyrska,2012,15-19,511,806
Zhytomyrska,2012,20-24,2 586,2 192
Zhytomyrska,2012,25-29,3 048,1 905
Zhytomyrska,2012,30-34,1 800,1 115
Zhytomyrska,2012,35-39,753,503
Zhytomyrska,2012,40-44,130,98
Zhytomyrska,2012,45-49,5,6
Zhytomyrska,2012,50-54,0,0
Zhytomyrska,2012,55 and older,0,0
Zhytomyrska,2013,before 15,1,1
Zhytomyrska,2013,15-19,491,725
Zhytomyrska,2013,20-24,2 309,2 150
Zhytomyrska,2013,25-29,2 942,1 837
Zhytomyrska,2013,30-34,1 841,1 095
Zhytomyrska,2013,35-39,805,500
Zhytomyrska,2013,40-44,147,122
Zhytomyrska,2013,45-49,5,5
Zhytomyrska,2013,50-54,0,0
Zhytomyrska,2013,55 and older,0,0
Zhytomyrska,2014,before 15,2,3
Zhytomyrska,2014,15-19,469,657
Zhytomyrska,2014,20-24,2 244,2 157
Zhytomyrska,2014,25-29,2 894,1 861
Zhytomyrska,2014,30-34,1 975,1 152
Zhytomyrska,2014,35-39,822,531
Zhytomyrska,2014,40-44,179,129
Zhytomyrska,2014,45-49,7,5
Zhytomyrska,2014,50-54,0,0
Zhytomyrska,2014,55 and older,2,0
Zhytomyrska,2015,before 15,0,3
Zhytomyrska,2015,15-19,407,643
Zhytomyrska,2015,20-24,2 082,2 043
Zhytomyrska,2015,25-29,2 690,1 616
Zhytomyrska,2015,30-34,1 778,945
Zhytomyrska,2015,35-39,770,443
Zhytomyrska,2015,40-44,156,122
Zhytomyrska,2015,45-49,4,4
Zhytomyrska,2015,50-54,1,0
Zhytomyrska,2015,55 and older,0,0
Zhytomyrska,2016,before 15,1,5
Zhytomyrska,2016,15-19,358,563
Zhytomyrska,2016,20-24,1 870,1 950
Zhytomyrska,2016,25-29,2 469,1 544
Zhytomyrska,2016,30-34,1 850,951
Zhytomyrska,2016,35-39,705,431
Zhytomyrska,2016,40-44,148,109
Zhytomyrska,2016,45-49,3,4
Zhytomyrska,2016,50-54,0,0
Zhytomyrska,2016,55 and older,0,0
Zhytomyrska,2017,before 15,1,0
Zhytomyrska,2017,15-19,314,480
Zhytomyrska,2017,20-24,1 643,1 617
Zhytomyrska,2017,25-29,2 186,1 382
Zhytomyrska,2017,30-34,1 716,893
Zhytomyrska,2017,35-39,761,366
Zhytomyrska,2017,40-44,162,95
Zhytomyrska,2017,45-49,9,2
Zhytomyrska,2017,50-54,1,0
Zhytomyrska,2017,55 and older,0,0
Zakarpatska,1990,before 15,0,0
Zakarpatska,1990,15-19,1 290,2 454
Zakarpatska,1990,20-24,3 341,5 423
Zakarpatska,1990,25-29,2 120,2 981
Zakarpatska,1990,30-34,1 063,1 396
Zakarpatska,1990,35-39,369,543
Zakarpatska,1990,40-44,94,157
Zakarpatska,1990,45-49,1,6
Zakarpatska,1990,50-54,0,1
Zakarpatska,1990,55 and older,0,0
Zakarpatska,1991,before 15,0,0
Zakarpatska,1991,15-19,1 315,2 508
Zakarpatska,1991,20-24,3 390,5 502
